_id,ts,value,topic_id
ObjectId(58fe4b3521be55df605626d8),2016-06-08T09:01:58.000Z,3,ObjectId(58f25becc56e525eb2234a55)
ObjectId(58fe4b3521be55df605626d7),2016-06-08T09:01:58.000Z,3,ObjectId(58f25becc56e525eb2234a53)
ObjectId(58fe4b3521be55df605626d6),2016-06-08T09:01:58.000Z,3,ObjectId(58f25becc56e525eb2234a51)
ObjectId(58fe4b3521be55df605626d5),2016-06-08T09:01:58.000Z,2016-06-08T02:01:58-07:00,ObjectId(58f25becc56e525eb2234a4f)
ObjectId(58fe4b3521be55df605626d4),2016-06-08T09:01:58.000Z,3,ObjectId(58f25becc56e525eb2234a4d)
ObjectId(58fe4b3521be55df605626d0),2016-06-08T09:01:58.000Z,3,ObjectId(58f25bebc56e525eb2234a4b)
ObjectId(57582da10f484a81e14a4767),2016-06-08T09:01:58.031Z,100,ObjectId(56ba9acec56e525431c990df)
ObjectId(57582da10f484a81e14a4766),2016-06-08T09:01:58.031Z,1,ObjectId(56ba9acec56e525431c990de)
ObjectId(57582da10f484a81e14a4764),2016-06-08T09:01:58.031Z,77,ObjectId(56ba9acec56e525431c990dc)
ObjectId(57582da10f484a81e14a4762),2016-06-08T09:01:58.031Z,0,ObjectId(56ba9acec56e525431c990da)
ObjectId(57582da10f484a81e14a4765),2016-06-08T09:01:58.031Z,80.18441772460938,ObjectId(56ba9acec56e525431c990dd)
ObjectId(57582da10f484a81e14a4763),2016-06-08T09:01:58.031Z,100,ObjectId(56ba9acec56e525431c990db)
ObjectId(57582da10f484a81e14a4768),2016-06-08T09:01:58.031Z,260,ObjectId(56ba9acec56e525431c990e0)
ObjectId(57582da10f484a81e14a4761),2016-06-08T09:01:58.031Z,0,ObjectId(56ba9acec56e525431c990d9)
ObjectId(57582da10f484a81e14a478d),2016-06-08T09:01:58.037Z,100,ObjectId(56ba9acec56e525431c990e7)
ObjectId(57582da10f484a81e14a478e),2016-06-08T09:01:58.037Z,400,ObjectId(56ba9acec56e525431c990e8)
ObjectId(57582da10f484a81e14a478c),2016-06-08T09:01:58.037Z,1,ObjectId(56ba9acec56e525431c990e6)
ObjectId(57582da10f484a81e14a478b),2016-06-08T09:01:58.037Z,80.13253784179688,ObjectId(56ba9acec56e525431c990e5)
ObjectId(57582da10f484a81e14a4787),2016-06-08T09:01:58.037Z,0,ObjectId(56ba9acec56e525431c990e1)
ObjectId(57582da10f484a81e14a4789),2016-06-08T09:01:58.037Z,100,ObjectId(56ba9acec56e525431c990e3)
ObjectId(57582da10f484a81e14a478a),2016-06-08T09:01:58.037Z,70,ObjectId(56ba9acec56e525431c990e4)
ObjectId(57582da10f484a81e14a4788),2016-06-08T09:01:58.037Z,0,ObjectId(56ba9acec56e525431c990e2)
ObjectId(5757e51d0f484a81e11486b5),2016-06-08T09:01:58.135Z,0,ObjectId(57461fc1c56e520b709463dc)
ObjectId(5757e51d0f484a81e11486b1),2016-06-08T09:01:58.135Z,72,ObjectId(5729407ec56e5232da3850fa)
ObjectId(5757e51d0f484a81e11486b3),2016-06-08T09:01:58.135Z,1,ObjectId(5729407ec56e5232da3850fe)
ObjectId(5757e51d0f484a81e11486b4),2016-06-08T09:01:58.135Z,0,ObjectId(5729407ec56e5232da3850fd)
ObjectId(5757e51d0f484a81e11486b2),2016-06-08T09:01:58.135Z,72.20000457763672,ObjectId(5729407ec56e5232da3850fb)
ObjectId(5757e51d0f484a81e11486b0),2016-06-08T09:01:58.135Z,86.10526275634766,ObjectId(5729407ec56e5232da3850f9)
ObjectId(5757e51d0f484a81e11486aa),2016-06-08T09:01:58.135Z,1,ObjectId(57461fc1c56e520b709463da)
ObjectId(5757e51d0f484a81e11486af),2016-06-08T09:01:58.135Z,73.20000457763672,ObjectId(5729407ec56e5232da3850f8)
ObjectId(5757e51d0f484a81e11486ae),2016-06-08T09:01:58.135Z,72,ObjectId(5729407ec56e5232da3850f7)
ObjectId(5757e51d0f484a81e11486ad),2016-06-08T09:01:58.135Z,1,ObjectId(5729407ec56e5232da3850f6)
ObjectId(5757e51d0f484a81e11486ab),2016-06-08T09:01:58.135Z,72,ObjectId(5729407ec56e5232da3850f4)
ObjectId(5757e51d0f484a81e11486ac),2016-06-08T09:01:58.135Z,55,ObjectId(5729407ec56e5232da3850f2)
ObjectId(5757e51d0f484a81e11486a9),2016-06-08T09:01:58.135Z,71,ObjectId(5729407ec56e5232da3850f3)
ObjectId(5757e51d0f484a81e11486a7),2016-06-08T09:01:58.135Z,1,ObjectId(5729407ec56e5232da3850f1)
ObjectId(5757e51d0f484a81e11486a8),2016-06-08T09:01:58.135Z,0,ObjectId(5729407ec56e5232da3850f5)
ObjectId(5757e51d0f484a81e11486a6),2016-06-08T09:01:58.135Z,34.98589324951172,ObjectId(56da6065c56e5232da8a04c6)
ObjectId(57582da20f484a81e14a47c0),2016-06-08T09:01:58.267Z,70,ObjectId(56c3d069c56e52543170f66a)
ObjectId(57582da20f484a81e14a47be),2016-06-08T09:01:58.267Z,67.5,ObjectId(57029e8ac56e5232dac9e9f0)
ObjectId(57582da20f484a81e14a47bf),2016-06-08T09:01:58.267Z,100,ObjectId(56c3d069c56e52543170f669)
ObjectId(57582da20f484a81e14a47ec),2016-06-08T09:01:58.518Z,55,ObjectId(56c3d069c56e52543170f672)
ObjectId(57582da20f484a81e14a47ea),2016-06-08T09:01:58.518Z,70,ObjectId(57029e8bc56e5232dac9e9f4)
ObjectId(57582da20f484a81e14a47eb),2016-06-08T09:01:58.518Z,73.0743408203125,ObjectId(56c3d069c56e52543170f671)
ObjectId(5757df070f484a81e1100432),2016-06-08T09:01:58.764Z,0.034019529819488525,ObjectId(569975b0c56e520238fce3e2)
ObjectId(5757df070f484a81e1100430),2016-06-08T09:01:58.764Z,0,ObjectId(569975b0c56e520238fce3e0)
ObjectId(5757df070f484a81e110042b),2016-06-08T09:01:58.764Z,1,ObjectId(569975b0c56e520238fce3db)
ObjectId(5757df070f484a81e110042a),2016-06-08T09:01:58.764Z,22.067367553710938,ObjectId(569975b0c56e520238fce3da)
ObjectId(5757df070f484a81e110042f),2016-06-08T09:01:58.764Z,0.198202982544899,ObjectId(569975b0c56e520238fce3df)
ObjectId(5757df070f484a81e110042e),2016-06-08T09:01:58.764Z,55,ObjectId(569975b0c56e520238fce3de)
ObjectId(5757df070f484a81e110042d),2016-06-08T09:01:58.764Z,112.25311279296875,ObjectId(569975b0c56e520238fce3dd)
ObjectId(5757df070f484a81e110042c),2016-06-08T09:01:58.764Z,413.527099609375,ObjectId(569975b0c56e520238fce3dc)
ObjectId(5757df070f484a81e1100431),2016-06-08T09:01:58.764Z,88.62097930908203,ObjectId(569975b0c56e520238fce3e1)
ObjectId(5757df070f484a81e1100429),2016-06-08T09:01:58.764Z,55,ObjectId(569975b0c56e520238fce3d9)
ObjectId(5757df070f484a81e1100422),2016-06-08T09:01:58.764Z,1,ObjectId(569975b0c56e520238fce3d1)
ObjectId(5757df070f484a81e1100424),2016-06-08T09:01:58.764Z,53.5,ObjectId(569975b0c56e520238fce3d4)
ObjectId(5757df070f484a81e1100423),2016-06-08T09:01:58.764Z,60.0006103515625,ObjectId(569975b0c56e520238fce3d2)
ObjectId(5757df070f484a81e1100427),2016-06-08T09:01:58.764Z,75.30000305175781,ObjectId(569975b0c56e520238fce3d7)
ObjectId(5757df070f484a81e1100425),2016-06-08T09:01:58.764Z,0.20000000298023224,ObjectId(569975b0c56e520238fce3d5)
ObjectId(5757df070f484a81e1100421),2016-06-08T09:01:58.764Z,349.4069519042969,ObjectId(569975b0c56e520238fce3d0)
ObjectId(5757df070f484a81e1100428),2016-06-08T09:01:58.764Z,0,ObjectId(569975b0c56e520238fce3d8)
ObjectId(5757df070f484a81e1100426),2016-06-08T09:01:58.764Z,400,ObjectId(569975b0c56e520238fce3d6)
ObjectId(5757df070f484a81e110041a),2016-06-08T09:01:58.764Z,13.499359130859375,ObjectId(569975b0c56e520238fce3cb)
ObjectId(5757df070f484a81e110041d),2016-06-08T09:01:58.764Z,55.16036605834961,ObjectId(569975b0c56e520238fce3cc)
ObjectId(5757df070f484a81e1100419),2016-06-08T09:01:58.764Z,95.3076171875,ObjectId(569975b0c56e520238fce3ca)
ObjectId(5757df070f484a81e1100420),2016-06-08T09:01:58.764Z,75.5,ObjectId(569975b0c56e520238fce3cf)
ObjectId(5757df070f484a81e110041c),2016-06-08T09:01:58.764Z,77,ObjectId(56b0ce9dc56e527adc77beea)
ObjectId(5757df070f484a81e110041b),2016-06-08T09:01:58.764Z,0,ObjectId(56b0ce9dc56e527adc77bee9)
ObjectId(5757df070f484a81e110041f),2016-06-08T09:01:58.764Z,0,ObjectId(569975b0c56e520238fce3ce)
ObjectId(5757df070f484a81e110041e),2016-06-08T09:01:58.764Z,65,ObjectId(569975b0c56e520238fce3cd)
ObjectId(5757df070f484a81e1100417),2016-06-08T09:01:58.764Z,2.7281766961095855e-05,ObjectId(569975b0c56e520238fce3c8)
ObjectId(5757df070f484a81e1100415),2016-06-08T09:01:58.764Z,1,ObjectId(569975b0c56e520238fce3c5)
ObjectId(5757df070f484a81e1100413),2016-06-08T09:01:58.764Z,400,ObjectId(569975b0c56e520238fce3c3)
ObjectId(5757df070f484a81e1100414),2016-06-08T09:01:58.764Z,0.7400000095367432,ObjectId(569975b0c56e520238fce3c4)
ObjectId(5757df070f484a81e1100411),2016-06-08T09:01:58.764Z,20,ObjectId(569975b0c56e520238fce3c1)
ObjectId(5757df070f484a81e1100410),2016-06-08T09:01:58.764Z,74.72038269042969,ObjectId(569975b0c56e520238fce3c0)
ObjectId(5757df070f484a81e1100416),2016-06-08T09:01:58.764Z,1,ObjectId(569975b0c56e520238fce3c6)
ObjectId(5757df070f484a81e1100418),2016-06-08T09:01:58.764Z,0.5,ObjectId(569975b0c56e520238fce3c9)
ObjectId(5757df070f484a81e1100412),2016-06-08T09:01:58.764Z,1872.487548828125,ObjectId(569975b0c56e520238fce3c2)
ObjectId(5757df070f484a81e110040e),2016-06-08T09:01:58.764Z,436.8331604003906,ObjectId(569975b0c56e520238fce3bf)
ObjectId(5757df070f484a81e110040d),2016-06-08T09:01:58.764Z,75.5,ObjectId(569975b0c56e520238fce3be)
ObjectId(5757df070f484a81e110040c),2016-06-08T09:01:58.764Z,0,ObjectId(569975b0c56e520238fce3bd)
ObjectId(5757df070f484a81e1100407),2016-06-08T09:01:58.764Z,357.129638671875,ObjectId(569975b0c56e520238fce3b6)
ObjectId(5757df070f484a81e110040f),2016-06-08T09:01:58.764Z,0.5,ObjectId(56b0ce9dc56e527adc77bee8)
ObjectId(5757df070f484a81e110040b),2016-06-08T09:01:58.764Z,32.70000076293945,ObjectId(569975b0c56e520238fce3bc)
ObjectId(5757df070f484a81e110040a),2016-06-08T09:01:58.764Z,1,ObjectId(569975b0c56e520238fce3bb)
ObjectId(5757df070f484a81e1100409),2016-06-08T09:01:58.764Z,0,ObjectId(569975b0c56e520238fce3b9)
ObjectId(5757df070f484a81e1100408),2016-06-08T09:01:58.764Z,0.5,ObjectId(569975b0c56e520238fce3b7)
ObjectId(5757df070f484a81e1100405),2016-06-08T09:01:58.764Z,0.20000000298023224,ObjectId(569975b0c56e520238fce3b5)
ObjectId(5757df070f484a81e1100400),2016-06-08T09:01:58.764Z,0.05000000074505806,ObjectId(569975b0c56e520238fce3b1)
ObjectId(5757df070f484a81e1100402),2016-06-08T09:01:58.764Z,57.09114074707031,ObjectId(56afc923c56e527adc70fc4a)
ObjectId(5757df070f484a81e1100404),2016-06-08T09:01:58.764Z,12,ObjectId(569975b0c56e520238fce3b4)
ObjectId(5757df070f484a81e1100403),2016-06-08T09:01:58.764Z,15,ObjectId(569975b0c56e520238fce3b3)
ObjectId(5757df070f484a81e11003ff),2016-06-08T09:01:58.764Z,74.82833099365234,ObjectId(569975b0c56e520238fce3b0)
ObjectId(5757df070f484a81e1100406),2016-06-08T09:01:58.764Z,75,ObjectId(56b0ce9dc56e527adc77bee7)
ObjectId(5757df070f484a81e1100401),2016-06-08T09:01:58.764Z,0.04121437668800354,ObjectId(569975b0c56e520238fce3b2)
ObjectId(5757df070f484a81e11003fe),2016-06-08T09:01:58.764Z,54.31214141845703,ObjectId(569975b0c56e520238fce3af)
ObjectId(5757df070f484a81e11003fd),2016-06-08T09:01:58.764Z,74.80257415771484,ObjectId(569975b0c56e520238fce3ae)
ObjectId(57582da20f484a81e14a482e),2016-06-08T09:01:58.769Z,74.73519897460938,ObjectId(56c3d069c56e52543170f68a)
ObjectId(57582da20f484a81e14a482d),2016-06-08T09:01:58.769Z,100,ObjectId(56c3d069c56e52543170f689)
ObjectId(57582da20f484a81e14a482c),2016-06-08T09:01:58.769Z,55,ObjectId(57029e8bc56e5232dac9e9f5)
ObjectId(57582da20f484a81e14a483e),2016-06-08T09:01:58.778Z,74.345947265625,ObjectId(56c3d069c56e52543170f692)
ObjectId(57582da20f484a81e14a483c),2016-06-08T09:01:58.778Z,0,ObjectId(56c3d069c56e52543170f691)
ObjectId(57582da20f484a81e14a483a),2016-06-08T09:01:58.778Z,75,ObjectId(57029e8bc56e5232dac9e9f6)
ObjectId(5757e51d0f484a81e1148711),2016-06-08T09:01:58.808Z,0,ObjectId(57461fc2c56e520b709463e0)
ObjectId(5757e51d0f484a81e114870d),2016-06-08T09:01:58.808Z,76,ObjectId(5729407ec56e5232da385108)
ObjectId(5757e51d0f484a81e1148710),2016-06-08T09:01:58.808Z,2,ObjectId(5729407fc56e5232da38510b)
ObjectId(5757e51d0f484a81e114870c),2016-06-08T09:01:58.808Z,100,ObjectId(5729407ec56e5232da385107)
ObjectId(5757e51d0f484a81e114870f),2016-06-08T09:01:58.808Z,0,ObjectId(5729407fc56e5232da38510c)
ObjectId(5757e51d0f484a81e114870e),2016-06-08T09:01:58.808Z,77,ObjectId(5729407ec56e5232da385109)
ObjectId(5757e51d0f484a81e1148707),2016-06-08T09:01:58.808Z,72,ObjectId(5729407ec56e5232da385102)
ObjectId(5757e51d0f484a81e114870b),2016-06-08T09:01:58.808Z,70.20000457763672,ObjectId(5729407ec56e5232da385106)
ObjectId(5757e51d0f484a81e1148706),2016-06-08T09:01:58.808Z,0,ObjectId(57461fc2c56e520b709463de)
ObjectId(5757e51d0f484a81e1148709),2016-06-08T09:01:58.808Z,1,ObjectId(5729407ec56e5232da385104)
ObjectId(5757e51d0f484a81e114870a),2016-06-08T09:01:58.808Z,76,ObjectId(5729407ec56e5232da385105)
ObjectId(5757e51d0f484a81e1148708),2016-06-08T09:01:58.808Z,68,ObjectId(5729407ec56e5232da385100)
ObjectId(5757e51d0f484a81e1148704),2016-06-08T09:01:58.808Z,0,ObjectId(5729407ec56e5232da385103)
ObjectId(5757e51d0f484a81e1148702),2016-06-08T09:01:58.808Z,100,ObjectId(56da6066c56e5232da8a04ee)
ObjectId(5757e51d0f484a81e1148705),2016-06-08T09:01:58.808Z,68,ObjectId(5729407ec56e5232da385101)
ObjectId(5757e51d0f484a81e1148703),2016-06-08T09:01:58.808Z,2,ObjectId(5729407ec56e5232da3850ff)
ObjectId(57582da30f484a81e14a4860),2016-06-08T09:01:59.018Z,55,ObjectId(57029ec9c56e5232dac9f454)
ObjectId(57582da30f484a81e14a4862),2016-06-08T09:01:59.018Z,100,ObjectId(56c3d069c56e52543170f699)
ObjectId(57582da30f484a81e14a4864),2016-06-08T09:01:59.018Z,75.04660034179688,ObjectId(56c3d069c56e52543170f69a)
ObjectId(5757e51e0f484a81e1148759),2016-06-08T09:01:59.040Z,0,ObjectId(57461fc3c56e520b709463e4)
ObjectId(5757e51e0f484a81e1148756),2016-06-08T09:01:59.040Z,0,ObjectId(5729407fc56e5232da38511a)
ObjectId(5757e51e0f484a81e1148757),2016-06-08T09:01:59.040Z,2,ObjectId(5729407fc56e5232da385119)
ObjectId(5757e51e0f484a81e1148754),2016-06-08T09:01:59.040Z,76,ObjectId(5729407fc56e5232da385116)
ObjectId(5757e51e0f484a81e1148752),2016-06-08T09:01:59.040Z,72,ObjectId(5729407fc56e5232da385114)
ObjectId(5757e51e0f484a81e1148750),2016-06-08T09:01:59.040Z,0,ObjectId(5729407fc56e5232da385112)
ObjectId(5757e51e0f484a81e1148755),2016-06-08T09:01:59.040Z,75.70000457763672,ObjectId(5729407fc56e5232da385117)
ObjectId(5757e51e0f484a81e1148753),2016-06-08T09:01:59.040Z,0,ObjectId(5729407fc56e5232da385115)
ObjectId(5757e51e0f484a81e1148751),2016-06-08T09:01:59.040Z,76,ObjectId(5729407fc56e5232da385113)
ObjectId(5757e51e0f484a81e114874e),2016-06-08T09:01:59.040Z,72,ObjectId(5729407fc56e5232da385110)
ObjectId(5757e51e0f484a81e114874b),2016-06-08T09:01:59.040Z,0,ObjectId(5729407fc56e5232da385111)
ObjectId(5757e51e0f484a81e114874d),2016-06-08T09:01:59.040Z,0,ObjectId(57461fc3c56e520b709463e2)
ObjectId(5757e51e0f484a81e114874c),2016-06-08T09:01:59.040Z,68,ObjectId(5729407fc56e5232da38510f)
ObjectId(5757e51e0f484a81e114874a),2016-06-08T09:01:59.040Z,2,ObjectId(5729407fc56e5232da38510d)
ObjectId(5757e51e0f484a81e114874f),2016-06-08T09:01:59.040Z,68,ObjectId(5729407fc56e5232da38510e)
ObjectId(5757e51e0f484a81e1148749),2016-06-08T09:01:59.040Z,0,ObjectId(56da6066c56e5232da8a04fc)
ObjectId(57582da30f484a81e14a487d),2016-06-08T09:01:59.266Z,55,ObjectId(56c3d069c56e52543170f6aa)
ObjectId(57582da30f484a81e14a487b),2016-06-08T09:01:59.266Z,74,ObjectId(57029ec9c56e5232dac9f458)
ObjectId(57582da30f484a81e14a487c),2016-06-08T09:01:59.266Z,0,ObjectId(56c3d069c56e52543170f6a9)
ObjectId(5757df070f484a81e1100496),2016-06-08T09:01:59.518Z,2,ObjectId(57293b74c56e5232da37065b)
ObjectId(5757df070f484a81e110048e),2016-06-08T09:01:59.518Z,0,ObjectId(569975aec56e520238fce20f)
ObjectId(5757df070f484a81e1100493),2016-06-08T09:01:59.518Z,0,ObjectId(569975aec56e520238fce211)
ObjectId(5757df070f484a81e1100490),2016-06-08T09:01:59.518Z,79,ObjectId(569975aec56e520238fce210)
ObjectId(5757df070f484a81e110048d),2016-06-08T09:01:59.518Z,0,ObjectId(569975aec56e520238fce20e)
ObjectId(5757df070f484a81e1100491),2016-06-08T09:01:59.518Z,68.0625,ObjectId(5728db78c56e5232da1d3c90)
ObjectId(5757df070f484a81e1100495),2016-06-08T09:01:59.518Z,1,ObjectId(569975aec56e520238fce212)
ObjectId(5757df070f484a81e1100488),2016-06-08T09:01:59.518Z,156.20840454101562,ObjectId(569975aec56e520238fce20b)
ObjectId(5757df070f484a81e1100489),2016-06-08T09:01:59.518Z,0,ObjectId(569975aec56e520238fce20c)
ObjectId(5757df070f484a81e1100486),2016-06-08T09:01:59.518Z,60,ObjectId(569975aec56e520238fce20a)
ObjectId(5757df070f484a81e110048b),2016-06-08T09:01:59.518Z,0,ObjectId(569975aec56e520238fce20d)
ObjectId(5757df070f484a81e110047d),2016-06-08T09:01:59.518Z,4,ObjectId(569975aec56e520238fce205)
ObjectId(5757df070f484a81e1100483),2016-06-08T09:01:59.518Z,42.234249114990234,ObjectId(569975aec56e520238fce208)
ObjectId(5757df070f484a81e110047f),2016-06-08T09:01:59.518Z,72.9000015258789,ObjectId(569975aec56e520238fce206)
ObjectId(5757df070f484a81e1100481),2016-06-08T09:01:59.518Z,100,ObjectId(569975aec56e520238fce207)
ObjectId(5757df070f484a81e1100484),2016-06-08T09:01:59.518Z,0,ObjectId(569975aec56e520238fce213)
ObjectId(5757df070f484a81e110047c),2016-06-08T09:01:59.518Z,59.70000076293945,ObjectId(569975aec56e520238fce204)
ObjectId(5757df070f484a81e1100477),2016-06-08T09:01:59.518Z,1,ObjectId(569975aec56e520238fce209)
ObjectId(5757df070f484a81e110047a),2016-06-08T09:01:59.518Z,72,ObjectId(569975aec56e520238fce202)
ObjectId(5757df070f484a81e1100479),2016-06-08T09:01:59.518Z,0,ObjectId(569975aec56e520238fce201)
ObjectId(5757df070f484a81e1100478),2016-06-08T09:01:59.518Z,200,ObjectId(569975aec56e520238fce200)
ObjectId(5757df070f484a81e1100476),2016-06-08T09:01:59.518Z,190,ObjectId(569975aec56e520238fce1ff)
ObjectId(5757df070f484a81e110047b),2016-06-08T09:01:59.518Z,65,ObjectId(569975aec56e520238fce203)
ObjectId(5757df070f484a81e1100474),2016-06-08T09:01:59.518Z,4,ObjectId(569975aec56e520238fce1fe)
ObjectId(5757df070f484a81e1100473),2016-06-08T09:01:59.518Z,80,ObjectId(569975aec56e520238fce1fd)
ObjectId(5757df070f484a81e1100471),2016-06-08T09:01:59.518Z,100,ObjectId(569975aec56e520238fce1fb)
ObjectId(5757df070f484a81e1100475),2016-06-08T09:01:59.518Z,0,ObjectId(57293b74c56e5232da37065a)
ObjectId(5757df070f484a81e1100470),2016-06-08T09:01:59.518Z,68.234375,ObjectId(569975aec56e520238fce1fa)
ObjectId(5757df070f484a81e110046f),2016-06-08T09:01:59.518Z,2,ObjectId(57293b74c56e5232da370659)
ObjectId(5757df070f484a81e1100472),2016-06-08T09:01:59.518Z,80,ObjectId(569975aec56e520238fce1fc)
ObjectId(57582da30f484a81e14a48c3),2016-06-08T09:01:59.520Z,55,ObjectId(56c3d069c56e52543170f6ae)
ObjectId(57582da30f484a81e14a48c2),2016-06-08T09:01:59.520Z,0,ObjectId(56c3d069c56e52543170f6ad)
ObjectId(57582da30f484a81e14a48c1),2016-06-08T09:01:59.520Z,72,ObjectId(57029ecac56e5232dac9f46a)
ObjectId(57582da30f484a81e14a48cb),2016-06-08T09:01:59.530Z,72.3953857421875,ObjectId(56c3d069c56e52543170f6ba)
ObjectId(57582da30f484a81e14a48c7),2016-06-08T09:01:59.530Z,74.5,ObjectId(57029ecac56e5232dac9f46e)
ObjectId(57582da30f484a81e14a48c9),2016-06-08T09:01:59.530Z,0,ObjectId(56c3d069c56e52543170f6b9)
ObjectId(57582da40f484a81e14a48fe),2016-06-08T09:01:59.767Z,100,ObjectId(56c3d06ac56e52543170f6d1)
ObjectId(57582da40f484a81e14a48ff),2016-06-08T09:01:59.767Z,76.75921630859375,ObjectId(56c3d06ac56e52543170f6d2)
ObjectId(57582da40f484a81e14a48fd),2016-06-08T09:01:59.767Z,72,ObjectId(57029ecac56e5232dac9f46f)
ObjectId(575843080f484a81e15aa2bf),2016-06-08T09:02:00.000Z,1,ObjectId(575751dbc56e521ad431dffd)
ObjectId(575843080f484a81e15aa2c0),2016-06-08T09:02:00.000Z,1,ObjectId(575751dbc56e521ad431dfff)
ObjectId(575843080f484a81e15aa2c3),2016-06-08T09:02:00.000Z,1,ObjectId(575751dbc56e521ad431e001)
ObjectId(575843080f484a81e15aa2bd),2016-06-08T09:02:00.000Z,06-08-16 09:02,ObjectId(572a9cb1c56e5232dacfb95f)
ObjectId(575843070f484a81e15aa2bc),2016-06-08T09:02:00.000Z,1,ObjectId(575751dbc56e521ad431dffa)
ObjectId(575843070f484a81e15aa2bb),2016-06-08T09:02:00.000Z,1,ObjectId(575751dbc56e521ad431dff8)
ObjectId(575843070f484a81e15aa2b9),2016-06-08T09:02:00.000Z,06-08-16 09:02,ObjectId(572a8fb1c56e5232dacabb31)
ObjectId(575843070f484a81e15aa2ba),2016-06-08T09:02:00.000Z,1,ObjectId(575751dbc56e521ad431dff6)
ObjectId(575842ba0f484a81e15a6871),2016-06-08T09:02:00.000Z,1,ObjectId(575763a9c56e521ad431e019)
ObjectId(575842ba0f484a81e15a6872),2016-06-08T09:02:00.000Z,1,ObjectId(575763a9c56e521ad431e01b)
ObjectId(575842ba0f484a81e15a686f),2016-06-08T09:02:00.000Z,06-08-16 09:02,ObjectId(572cdca4c56e5232da960e88)
ObjectId(575842ba0f484a81e15a6870),2016-06-08T09:02:00.000Z,1,ObjectId(575763a9c56e521ad431e017)
ObjectId(575842ba0f484a81e15a685a),2016-06-08T09:02:00.000Z,1,ObjectId(575763a9c56e521ad431e014)
ObjectId(575842ba0f484a81e15a6858),2016-06-08T09:02:00.000Z,1,ObjectId(575763a9c56e521ad431e010)
ObjectId(575842ba0f484a81e15a6859),2016-06-08T09:02:00.000Z,1,ObjectId(575763a9c56e521ad431e012)
ObjectId(575842ba0f484a81e15a6857),2016-06-08T09:02:00.000Z,06-08-16 09:02,ObjectId(572cdca4c56e5232da960e8a)
ObjectId(575842b90f484a81e15a6842),2016-06-08T09:02:00.000Z,1,ObjectId(575763d0c56e521ad431e022)
ObjectId(575842b90f484a81e15a6841),2016-06-08T09:02:00.000Z,1,ObjectId(575763d0c56e521ad431e020)
ObjectId(575842b90f484a81e15a683f),2016-06-08T09:02:00.000Z,06-08-16 09:02,ObjectId(573109dfc56e5232dac3c7bc)
ObjectId(575842b90f484a81e15a6840),2016-06-08T09:02:00.000Z,1,ObjectId(575763d0c56e521ad431e01e)
ObjectId(575841b10f484a81e1599fc6),2016-06-08T09:02:00.000Z,0,ObjectId(575724e5c56e525ec20ce812)
ObjectId(575841b10f484a81e1599fc7),2016-06-08T09:02:00.000Z,1,ObjectId(575724e5c56e525ec20ce814)
ObjectId(575841b10f484a81e1599fc5),2016-06-08T09:02:00.000Z,06-08-16 09:02,ObjectId(5720e4b1c56e5232dae9ef5b)
ObjectId(575841b10f484a81e1599fc8),2016-06-08T09:02:00.000Z,1,ObjectId(575724e5c56e525ec20ce816)
ObjectId(5758417c0f484a81e1597760),2016-06-08T09:02:00.000Z,1,ObjectId(575724ecc56e525ec20ce81c)
ObjectId(5758417c0f484a81e159775f),2016-06-08T09:02:00.000Z,1,ObjectId(575724ecc56e525ec20ce81a)
ObjectId(5758417c0f484a81e159775d),2016-06-08T09:02:00.000Z,06-08-16 09:02,ObjectId(5720e4b8c56e5232dae9f0d0)
ObjectId(5758417c0f484a81e159775e),2016-06-08T09:02:00.000Z,1,ObjectId(575724ecc56e525ec20ce818)
ObjectId(57582da40f484a81e14a4935),2016-06-08T09:02:00.022Z,73.8270263671875,ObjectId(56c3d06ac56e52543170f6d6)
ObjectId(57582da40f484a81e14a4934),2016-06-08T09:02:00.022Z,44.23420715332031,ObjectId(56c3d06ac56e52543170f6d5)
ObjectId(57582da40f484a81e14a4933),2016-06-08T09:02:00.022Z,72.5,ObjectId(57029ecac56e5232dac9f470)
ObjectId(5757df080f484a81e11004ce),2016-06-08T09:02:00.238Z,0.5,ObjectId(572cf836c56e524fcd5fdc83)
ObjectId(5757df080f484a81e11004cd),2016-06-08T09:02:00.238Z,0,ObjectId(572cf836c56e524fcd5fdc81)
ObjectId(5757df080f484a81e11004cb),2016-06-08T09:02:00.238Z,0,ObjectId(572cf836c56e524fcd5fdc7f)
ObjectId(5757df080f484a81e11004c7),2016-06-08T09:02:00.238Z,0,ObjectId(572cf836c56e524fcd5fdc7b)
ObjectId(5757df080f484a81e11004c9),2016-06-08T09:02:00.238Z,0.2,ObjectId(572cf836c56e524fcd5fdc7d)
ObjectId(5757df080f484a81e11004c6),2016-06-08T09:02:00.238Z,90.3,ObjectId(572cf836c56e524fcd5fdc79)
ObjectId(5757df080f484a81e11004c3),2016-06-08T09:02:00.238Z,0,ObjectId(572cf836c56e524fcd5fdc75)
ObjectId(5757df080f484a81e11004c1),2016-06-08T09:02:00.238Z,100,ObjectId(572cf836c56e524fcd5fdc73)
ObjectId(5757df080f484a81e11004c4),2016-06-08T09:02:00.238Z,0,ObjectId(572cf836c56e524fcd5fdc77)
ObjectId(5757df080f484a81e11004bf),2016-06-08T09:02:00.238Z,9,ObjectId(572cf836c56e524fcd5fdc71)
ObjectId(5757df080f484a81e11004bd),2016-06-08T09:02:00.238Z,0,ObjectId(572cf836c56e524fcd5fdc6f)
